"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"DS_MOTIVO_CASSACAO"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629600";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000621100";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000622763";"Impugnação"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000607878";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000622250";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000607939";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611467";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000601110";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624732";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615673";"Abuso de poder (LC 64/90)"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618141";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625266";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618164";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615563";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624677";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625199";"Ficha limpa (LC 64/90)"
